1484,1586157790730205.5,0
404,7959.3658447265625,
4,7976.055145263672,
6,7978.677749633789,
14,7700.204849243164,
18,8323.907852172852,
22,6983.757019042969,
26,8048.295974731445,
26,9044.647216796875,
26,7950.067520141602,
25,7119.178771972656,
26,7977.24723815918,
26,7977.724075317383,
30,8260.250091552734,
27,8696.794509887695,
19,7377.147674560547,
17,7581.233978271484,
19,8976.936340332031,
18,8001.804351806641,
17,7018.089294433594,
14,8991.95671081543,
13,7972.240447998047,
8,8128.643035888672,
8,7986.545562744141,
12,7745.504379272461,
9,7430.076599121094,
5,7543.325424194336,
6,8977.890014648438,
8,7851.362228393555,
10,7953.643798828125,
16,7931.947708129883,
17,8026.123046875,
21,8140.087127685547,
24,7970.8099365234375,
27,7838.010787963867,
24,7979.154586791992,
23,7978.916168212891,
20,8011.579513549805,
18,8488.655090332031,
14,6801.843643188477,
15,8981.943130493164,
12,7255.077362060547,
12,9606.83822631836,
10,6977.319717407227,
10,8812.189102172852,
9,6807.3272705078125,
9,7964.849472045898,
10,8065.938949584961,
12,7889.032363891602,
6,9156.465530395508,
7,7110.357284545898,
9,8004.188537597656,
6,8084.774017333984,
8,7873.53515625,
7,9071.826934814453,
8,8882.761001586914,
10,6287.336349487305,
15,8009.195327758789,
17,8024.930953979492,
18,7945.775985717773,
16,8180.856704711914,
17,7785.08186340332,
17,8058.309555053711,
12,8051.156997680664,
8,8022.785186767578,
8,8036.136627197266,
11,7978.677749633789,
10,9115.69595336914,
11,6977.081298828125,
12,8501.052856445312,
11,7462.024688720703,
10,7977.485656738281,
10,7974.863052368164,
8,8129.596710205078,
11,8072.376251220703,
10,8981.943130493164,
15,8996.48666381836,
18,6537.437438964844,
19,7988.452911376953,
17,8033.75244140625,
15,7976.531982421875,
14,7978.677749633789,
11,7981.538772583008,
10,7973.194122314453,
5,7411.956787109375,
13,8548.498153686523,
20,7974.863052368164,
29,8014.917373657227,
43,7975.101470947266,
55,7134.199142456055,
74,8972.406387329102,
77,13958.454132080078,
81,4989.862442016602,
73,4137.992858886719,
71,8826.971054077148,
58,7017.850875854492,
50,7997.5128173828125,
43,8752.34603881836,
36,7616.758346557617,
29,8073.091506958008,
27,8491.039276123047,
24,7937.192916870117,
20,7978.677749633789,
14,7979.393005371094,
12,7997.035980224609,
11,7961.98844909668,
10,7979.393005371094,
6,7975.578308105469,
